8142 957 10 92
8157 5701 2 28
7661 4635 46 619
1276 10798 8 88
8610 3404 11 154
667 2398 5400000 21
11021 6866 88 163
4502 8680 1 9
10499 10548 19 163
2944 7031 5400000 113
4510 3434 18 187
8977 7436 2 29
5596 5920 5400000 146
3254 8255 5400000 182
9286 4182 5400000 112
10207 521 5400000 259
5973 7102 5400000 56
7990 2147 18 159
9508 4819 5400000 85
4031 3177 5400000 31
2769 6494 5400000 10
4747 7402 5400000 181
3980 5688 3 29
7797 5939 7 78
10469 8258 5400000 31
4837 9090 8 83
11250 2376 5400000 127
8615 3591 23 93
690 3151 5400000 67
925 10736 5 71
1240 7655 7 59
5039 2038 2 15
3076 4081 5400000 166
6227 4154 5 56
4172 1628 33 241
1399 3439 7 80
8082 10673 25 264
3010 3530 2 27
7905 8265 4 37
10988 4829 5400000 90
8665 3959 8 34
6006 5441 24 155
3272 1885 5400000 833
7726 10875 5400000 115
747 3985 5400000 101
4804 9606 2 18
8983 7274 1 16
8570 2979 1 17
3438 3774 5400000 478
5705 7301 5400000 80
4242 6859 5 69
1896 4793 7 71
7196 144 30 252
416 3792 17 95
414 10634 19 253
10990 3164 1 10
619 1132 6 55
307 3090 36 264
3393 11175 17 97
5390 6640 5400000 119
4881 9744 14 158
3588 10231 1 3
6619 6024 5400000 236
5457 10847 14 111
1024 4465 26 364
2982 9013 2 16
10516 7728 5400000 126
58 3839 9 95
1398 8260 24 92
10691 9288 7 98
9714 7544 2 19
6001 7177 5400000 95
4812 10309 20 133
9771 8545 5400000 50
2787 2460 5400000 134
6551 9895 6 47
8418 10376 2 19
7880 6487 12 175
8309 15 18 255
7705 1326 7 40
9433 689 5400000 104
5486 9232 98 192
6122 10347 6 88
9864 5686 20 183
9852 3894 5400000 8
774 9400 7 48
1009 8363 5 9
6836 6103 3 38
3933 7815 7 33
2713 9910 18 217
9220 7095 7 83
901 1806 15 107
1163 4229 14 200
1325 10529 15 97
8971 8784 85 118
8715 8596 14 156
1956 9500 5400000 218
6842 3102 5 48
1607 9133 10 85
5475 11178 5400000 26
9875 6168 9 90
1466 3382 9 132
5246 10739 5400000 141
5633 7183 9 135
4693 4514 1 17
600 2939 5400000 387
8943 4739 15 147
5411 7358 7 53
10380 8833 5400000 106
4076 6110 5400000 41
9019 2605 5400000 68
1420 334 9 42
10568 8905 5400000 47
2449 10498 48 228
4267 1651 5 27
4565 10107 5400000 18
5422 6268 35 48
9933 3521 7 77
3195 6841 5400000 164
7402 7106 6 20
1773 2331 5400000 334
6107 3063 5400000 423
1941 10289 5400000 3
7587 831 3 25
1917 9002 5400000 6
3710 8026 5400000 73
10619 11093 5400000 100
10763 3617 3 44
4727 4771 11 137
4484 9456 27 233
3659 4363 3 54
982 1155 21 178
1422 10915 8 118
7377 9845 5400000 396
4303 3097 1 14
773 6208 5400000 213
7875 6455 73 715
8807 6178 20 115
5265 2788 5400000 90
7358 5411 5400000 53
5830 4903 5400000 22
4324 3471 3 53
6245 11138 4 30
7854 4969 3 39
9359 5975 5400000 56
1286 4300 14 97
4288 1181 26 134
2962 4617 5400000 182
6418 8460 5400000 80
9685 2863 51 344
6039 4249 4 62
6015 2276 30 41
2800 497 5400000 129
5319 7718 3 42
887 4327 2 15
9947 842 8 73
983 6053 9 76
405 2979 25 222
9892 7602 5400000 20
829 4117 5400000 63
3567 5814 17 184
2491 11242 5400000 231
3929 9934 1 20
10258 8621 15 140
10764 5222 5400000 53
10506 1158 12 175
3998 9922 5400000 33
2324 8399 5400000 71
9685 9404 6 61
4134 853 20 244
54 4941 11 130
6704 2918 37 284
6428 1269 5400000 251
1335 2048 1 9
8257 9773 5400000 31
3150 9829 8 107
2837 1140 8 109
10000 9216 3 38
1317 4955 14 110
8659 6249 5400000 41
4336 7362 5400000 414
5229 3521 7 52
7338 5380 108 750
6233 7478 5400000 5
2618 211 5400000 14
3488 9850 5400000 81
669 10906 1 13
6549 9009 35 155
5010 8572 29 167
2264 7768 43 172
1414 4987 5 65
4388 5651 23 268
7087 5042 5 82
5527 7189 49 136
9258 3045 5400000 19
7868 3783 1 10
4779 3547 12 68
4094 4380 1 10
5543 7894 21 225
2888 1728 5400000 129
9416 6965 3 22
2313 4470 5400000 309
1431 3685 14 112
7759 3601 3 23
2018 8636 5400000 89
66 6556 5400000 46
7223 8698 5400000 48
2197 7674 5400000 35
1079 0 13 113
8918 960 8 98
3771 9552 29 178
5981 9367 1 24
9791 11175 5400000 104
2663 3849 10 145
1130 6971 9 71
1703 4540 5400000 135
9295 26 5400000 76
7488 2065 5 81
9599 10264 50 232
6944 5109 6 93
5911 5501 2 35
7493 10317 5400000 170
4705 4369 12 133
9260 9342 14 80
2180 9987 5400000 264
4070 3778 23 101
5480 7792 12 129
7566 11038 5400000 75
7030 1126 5400000 86
1845 8070 5400000 12
4891 7651 1 18
8068 4895 5 77
7474 9794 11 146
539 5192 5400000 209
5887 8163 14 195
5175 5463 3 29
8967 3363 11 152
853 4134 20 244
153 7054 11 113
10050 2000 5400000 163
8591 5478 13 122
3416 3622 15 22
6827 9001 1 12
3811 4371 6 66
7283 4883 6 57
9477 1331 5400000 1183
3875 3003 2 36
2128 10725 5400000 18
81 5269 5400000 321
11099 4187 4 22
9256 8315 2 19
2868 5035 11 102
1741 3431 6 51
10617 7364 5400000 87
5460 7790 5 48
4560 8342 27 209
6002 700 5400000 86
7489 9063 5400000 87
4687 1013 2 24
7803 9286 1 22
6425 158 5400000 74
8373 7052 1 19
2250 11145 5400000 89
10880 5991 5400000 40
3795 8057 47 274
10530 11107 5400000 199
6963 1726 10 141
1742 5532 14 81
7167 186 1 17
5500 634 152 294
1142 9720 4 56
5776 3240 5400000 50
1026 8121 5400000 51
1881 6042 14 116
5308 4446 4 35
10173 2241 2 14
7564 5024 2 20
3532 6343 1 1
5917 7377 5400000 288
11034 6695 3 45
3273 7325 8 112
9838 7870 5400000 546
8437 5473 5400000 211
1672 10808 39 185
1803 1770 2 25
4816 10489 5400000 35
1668 9738 1 12
301 3460 5400000 217
2945 3485 4 55
1804 6579 11 148
5674 11188 5400000 189
1601 10158 1 12
882 9628 13 181
11070 4755 5400000 105
1188 3388 5400000 19
4280 5896 5400000 42
7148 5518 2 25
4995 569 1 17
7247 10118 11 118
6654 1371 4 67
8516 3464 5 83
1857 6340 9 131
5531 8251 5400000 160
1195 3954 25 154
10429 4451 17 222
11113 3736 6 21
7266 9554 8 75
10290 8922 5400000 66
6917 9998 1 1
5061 5662 11 156
10345 4253 15 134
1389 2314 12 92
3153 5349 4 22
10830 3492 5 69
2954 1833 5400000 124
3733 9447 2 33
6186 9586 2 39
9723 6707 8 89
556 6484 18 157
9129 1163 9 63
10868 10313 5 72
9074 7392 5400000 83
8436 7256 5400000 112
10096 455 9 125
6114 6974 2 21
7402 3948 2 30
2998 6414 7 90
2821 6458 1 8
10090 2171 68 94
8734 7265 4 60
3652 9460 1 20
1986 10618 10 112
1868 10481 3 49
1296 6432 5400000 182
5843 1011 56 148
2127 1174 5400000 88
7131 7841 5400000 44
5270 5667 5400000 801
1254 6166 5400000 11
6471 1245 27 241
2085 5127 5400000 37
7360 2802 3 29
1071 5333 25 56
509 7274 22 146
7394 6224 2 33
6063 4145 5400000 208
3051 8302 5400000 50
6161 3497 5400000 46
9286 834 2 23
2317 7665 62 363
1758 4755 1 8
6294 6127 6 60
1767 4683 16 174
5351 3837 3 34
9770 10773 5400000 180
10227 7538 3 19
8862 986 5400000 25
10030 10199 6 95
4944 909 4 54
9380 190 12 112
2362 7591 1 11
4405 298 5400000 56
1612 4129 4 45
5126 6354 27 168
11096 7647 58 180
9732 8037 5400000 198
1822 4020 5400000 334
7489 1573 6 84
10351 8978 5400000 120
4210 1233 5400000 163
10455 5043 5400000 31
326 4730 5400000 259
9664 980 5400000 157
6347 891 9 135
8913 535 55 120
9741 7881 13 110
2865 229 30 175
1513 10568 2 30
1710 1533 10 47
8431 8759 31 243
8198 7144 2 33
7869 10892 5400000 15
9466 8036 10 110
7769 7354 5400000 11
5495 2851 5400000 19
5885 4000 5400000 296
8824 3758 2 29
6159 6421 1 2
11266 303 17 141
6632 4877 5400000 112
11048 6910 5400000 113
1433 6798 5400000 8
9057 11122 5400000 142
76 9440 35 298
9905 3808 5400000 75
9061 826 9 133
70 7219 5400000 137
4734 3329 16 152
9962 8119 1 22
3331 585 108 150
7762 5824 5400000 102
7031 2147 5400000 184
3327 11097 9 128
9537 10260 14 86
10114 6187 6 71
2765 9430 44 262
2770 11279 5400000 30
9344 10599 2 22
1955 6148 5400000 119
9221 6462 2 27
6049 9521 5400000 120
4926 2416 5400000 34
7641 9020 2 22
748 1055 91 126
8282 6591 5400000 129
3203 8966 5400000 217
1364 9182 11 115
3347 586 2 32
3108 9040 19 116
10410 2686 2 20
11075 7516 5400000 132
10792 6515 5400000 5
8716 10468 5400000 54
1826 11331 5400000 108
1043 10653 5400000 19
8134 2843 9 69
6661 5094 5400000 32
4408 11331 8 11
3542 11102 5400000 101
10307 1558 4 63
9121 1185 20 100
6524 7012 5 50
5844 2784 5400000 51
8757 6240 5400000 111
3208 8556 7 62
9432 9106 4 18
1145 11082 5400000 10
161 5620 20 194
2523 9798 1 18
10747 2025 3 46
7191 7948 9 102
1014 3788 5400000 109
9385 8015 11 64
6975 5740 29 221
589 9825 1 13
6291 9624 5400000 57
2877 3464 4 45
1559 5771 4 44
10713 5421 5400000 50
7694 1581 18 263
8115 9551 6 61
8889 225 5400000 89
630 7367 19 158
4721 9626 16 22
5097 11319 19 119
4664 7028 5400000 215
8604 383 18 53
8395 5717 214 395
6034 2275 5400000 41
2764 9823 1 15
3432 9019 5400000 108
7438 3084 2 28
2046 6312 3 33
10155 1315 5400000 169
5144 6929 5400000 719
4515 2803 5400000 74
4572 1025 1 15
8706 9237 32 50
5371 5949 150 1080
10880 5504 5400000 125
4514 4693 1 17
4109 6493 5400000 22
2239 7075 6 82
11205 2 9 82
8144 3062 5400000 51
4518 10046 1 12
5449 6592 10 145
1759 263 5400000 129
8269 9175 5400000 136
5753 3563 5400000 238
6543 5988 7 94
441 3400 24 290
943 5162 1 5
4639 5737 5400000 13
2774 5319 5400000 49
497 4980 5400000 261
10760 4797 5400000 5
8676 9763 5400000 81
3839 378 5400000 21
11173 10559 38 173
3422 6739 7 94
4770 2938 19 26
2542 10833 5400000 189
6585 5788 8 51
6125 6620 16 200
6871 3685 5400000 99
3029 1513 13 144
2037 7635 16 107
10290 8325 17 128
10241 7787 5400000 33
10171 9713 5400000 124
9908 1863 19 137
1409 6166 2 35
8512 3941 8 118
410 10902 1 21
4037 4200 2 29
10923 7205 5400000 37
3740 6420 1 25
8169 4767 14 192
4227 979 2 36
2486 5440 5400000 90
696 3173 12 81
8979 9912 1 13
5204 9121 5400000 314
4922 6563 12 106
3049 11031 5400000 148
10303 5762 12 104
5822 385 5400000 59
6481 8145 5400000 40
3190 6683 5400000 28
4374 2009 6 62
535 8913 5400000 120
7525 4234 16 199
6130 2720 1 15
3826 1898 3 51
8825 7313 10 147
2605 9450 11 102
10431 3162 12 119
10720 3534 29 162
2730 3888 1 10
11061 289 5400000 79
247 8795 21 129
10361 1697 11 92
10785 1414 2 34
5591 3988 11 108
2940 1662 6 46
4241 10042 17 82
4393 5566 7 75
7530 2275 5400000 82
8524 11007 5400000 109
9282 3000 99 137
3792 6284 5400000 54
2646 8237 4 46
3279 5479 5400000 70
6384 10369 5400000 88
8160 3049 5400000 9
4131 6093 5400000 17
7097 298 5400000 87
9436 4309 5400000 42
4914 4642 5400000 152
5737 4639 2 13
2585 7296 5400000 85
10684 3440 151 374
6354 5126 5400000 168
1637 1764 16 224
6660 6958 1 17
7081 9728 7 72
5506 3153 9 72
5155 6040 54 538
4737 4597 9 87
10395 1046 1 26
11305 9959 10 87
8187 1504 2 16
2408 6806 5400000 94
4852 10698 5400000 177
1110 5927 4 59
4875 879 1 8
2960 1006 17 189
5218 6890 5400000 119
1824 1748 1 17
9626 921 9 120
9253 5348 5400000 144
2236 3759 5400000 59
7851 3216 5400000 86
6769 5903 5400000 94
2954 4699 20 141
4571 7782 5400000 261
5403 845 5400000 38
3859 8050 5400000 44
5020 3510 5400000 70
10750 2145 5 37
9118 396 4 59
838 4611 2 24
1326 4828 5400000 117
6012 3893 9 56
10231 2633 9 132
1528 5830 5400000 284
10267 9439 5400000 185
2360 3800 92 129
11223 11229 5400000 196
9155 9946 5400000 36
9819 4062 5400000 133
8786 6438 59 406
8997 6488 6 87
33 6103 5400000 298
2489 1222 5400000 137
711 9749 11 99
6872 10985 25 242
4379 7657 5400000 197
4812 3643 9 133
5332 6442 5400000 13
7474 734 5400000 225
2230 10220 5400000 156
330 10645 1 3
9850 10130 5400000 10
5737 3528 2 36
5812 7169 5 45
5008 10544 12 96
4856 10652 4 67
265 1683 5400000 290
6540 1174 5400000 107
4007 6530 5400000 20
8066 1827 5 45
3763 8799 5400000 74
5444 6891 5400000 7
81 5169 4 17
4198 5711 5400000 29
4474 6204 5400000 116
2439 10104 30 130
6683 329 19 275
983 8317 16 226
6714 6224 21 233
5874 2340 7 76
767 9432 7 46
3183 4440 5400000 168
7580 1425 8 46
10642 4267 5400000 20
10889 492 5400000 71
565 3514 1 7
5249 6410 5400000 100
10280 168 5400000 246
7013 5048 5400000 43
11230 2363 5400000 26
8423 8610 6 88
6974 6114 5400000 21
2648 6068 1 13
7503 7453 7 89
5904 4864 3 54
100 2744 47 290
991 10929 46 126
4011 334 9 126
6770 2110 11 120
4876 5901 5400000 29
9467 1094 1 12
6265 910 3 23
2200 8242 2 24
3860 900 5400000 86
1627 2630 10 147
8673 2645 7 71
10629 647 26 91
4095 8989 5400000 168
1447 2483 5400000 56
2199 7377 37 480
8190 5317 21 176
10540 3419 2 9
8780 2700 6 69
1741 11035 14 107
11075 10601 5400000 72
10300 9138 5400000 99
4728 3838 1 15
3386 11022 3 44
10749 5370 20 167
10009 9502 9 69
5212 9087 5400000 81
9789 8504 10 137
9461 4549 5400000 16
855 2474 1 9
10939 7348 13 57
7644 10957 3 22
8184 3394 5 41
11154 5833 5 65
6824 361 109 152
4346 4724 8 106
1698 5238 5400000 140
5343 9252 5400000 15
5500 9046 2 29
7258 8080 23 195
7504 7608 12 111
2550 3331 18 53
3863 5244 1 20
11106 2153 5400000 57
2814 5018 8 121
7979 8326 6 85
1645 583 14 203
631 3324 5400000 107
2897 8274 4 58
7113 9423 15 95
8616 962 5400000 94
10738 9006 5400000 503
10701 6583 5400000 88
4612 6596 5400000 99
4822 4423 16 223
5627 3193 5400000 13
9981 7517 18 162
7293 4676 5 61
2285 8129 5400000 6
9675 6268 4 43
7982 4853 9 119
5306 9184 5400000 25
1613 7263 5400000 240
3913 325 3 22
3948 7106 3 55
6475 6418 6 75
8633 2434 6 94
2774 559 5400000 77
6086 3429 10 97
9561 8245 1 12
2320 9205 5400000 85
8854 11003 22 74
65 5735 6 41
7746 2499 4 43
9655 533 5400000 45
899 3861 1 13
6841 2821 3 50
2361 9103 1 8
4881 172 16 230
3573 10570 5400000 179
7893 5811 21 173
7716 5652 4 35
3244 1835 8 107
10318 16 10 151
10977 101 1 5
6101 10117 3 32
10779 7395 13 71
3321 5688 5 26
670 10446 5400000 134
5384 515 5 51
5489 6704 5400000 235
308 10121 5400000 73
5966 7088 6 51
787 9287 22 316
7856 1625 3 33
7198 5081 46 89
4885 5959 5400000 62
8745 45 11 165
7083 4849 5400000 70
1177 10330 3 49
8075 6967 5400000 269
4306 10407 17 170
8068 6271 5400000 91
7133 1342 5400000 30
7828 6793 7 95
4903 5830 1 22
417 10552 14 187
6361 5240 29 224
5246 4091 5400000 368
3370 947 5400000 50
6829 1568 34 177
8767 8441 5400000 67
3048 10190 5400000 11
384 4963 11 73
2346 243 5400000 165
10349 4761 22 138
10561 5127 5 36
6280 7573 5400000 7
240 5673 5400000 205
11139 3580 5400000 186
10096 223 5400000 26
6525 9982 5400000 25
3536 9450 5400000 186
4956 3100 25 123
9797 1726 2 26
9313 1096 6 75
3583 6545 21 159
1918 2988 18 197
1312 8252 3 36
2015 10295 9 82
3821 3862 5400000 17
2089 7757 19 226
1615 1020 42 197
3906 763 13 88
804 8710 5400000 63
10605 2883 5400000 157
5132 2277 11 114
10054 2604 10 120
839 10571 10 69
722 10149 6 69
5081 3258 6 94
4034 934 1 14
1217 4803 30 140
10564 2127 5400000 19
1345 11308 3 30
9303 4223 45 184
6167 9446 5400000 94
8117 393 5400000 90
8988 486 5 46
3546 1214 1 17
7734 8826 6 39
2616 5654 5400000 98
11017 5171 5400000 127
5435 10940 10 142
9022 2139 5400000 17
1482 6617 19 197
2568 6744 5400000 216
2755 9694 3 13
2227 10995 5400000 36
8896 598 4 46
1473 2764 10 58
6888 5727 5400000 25
8953 9257 2 15
1603 9185 10 109
4667 4557 27 319
1361 9785 7 73
7813 11111 10 52
7709 1474 1 8
6124 8181 5400000 181
2048 5631 5400000 62
4405 1248 5400000 465
9115 10778 15 218
4435 8920 15 140
1507 9944 5400000 130
2521 2310 4 55
8162 6678 2 22
2731 3091 1 25
10892 3083 5400000 22
7844 8752 3 34
7086 4528 24 131
8286 8535 5400000 93
4947 10836 5400000 126
7487 3313 36 139
6139 1875 5400000 43
10113 697 39 404
1294 7060 3 48
7347 1140 5400000 104
10638 8327 2 27
505 9603 8 114
3643 3530 6 80
1418 6999 1 8
11027 11231 5400000 134
6854 9539 25 71
4838 8378 10 33
6590 1381 5 53
8700 9024 2 34
11281 4069 5400000 36
495 1503 2 15
7333 6777 5 33
610 10639 1 15
2181 9304 5400000 216
7877 4725 5400000 221
7752 10550 5400000 199
5122 3885 9 122
8687 8248 5400000 4
5359 872 14 190
11115 2132 5 77
37 7860 1 9
6413 3746 10 127
1070 10584 14 150
9716 9302 17 194
4083 11317 5400000 120
2230 5862 1 1
4788 8175 5400000 11
3579 2155 5400000 216
1089 11208 5400000 182
10538 5676 5400000 213
3145 9409 11 102
9867 7817 8 46
2270 6791 22 144
7090 4249 1 13
8596 11167 3 50
8695 828 5400000 85
7397 7791 5400000 122
3325 772 9 30
5303 8910 5400000 32
3078 6780 59 300
1633 10607 15 101
3152 4512 16 222
10567 5108 5400000 93
1899 9528 5 50
10976 7574 5400000 92
2069 8860 9 136
10423 11081 5400000 31
4238 2506 5400000 61
6754 385 5400000 112
3633 9950 5400000 50
5627 6228 1 19
2862 3303 5400000 28
7721 9016 5400000 129
4027 9213 64 90
9120 3918 9 96
5468 3271 5400000 27
10295 8433 36 115
1890 4818 2 33
10820 2822 8 99
2054 20 35 129
10043 8573 1 7
722 1081 26 196
4097 1041 7 75
1518 2075 8 101
9375 4670 5400000 372
3642 1559 6 74
9395 11313 6 83
2029 4085 5400000 54
10754 5260 5400000 100
325 10905 28 230
6899 2049 15 114
4443 4520 2 24
7043 9999 5400000 48
10274 5968 40 204
3693 4182 39 420
7674 4820 10 65
3008 9131 5400000 130
10036 10316 10 124
8699 4768 10 67
10596 6353 1 22
10181 418 4 23
6088 3001 18 128
11162 2241 1 19
6353 8035 3 54
9748 9048 5400000 153
289 9217 4 21
7178 67 6 77
628 6128 5400000 57
5790 8548 5400000 106
5545 5108 92 235
9273 4045 10 99
929 9076 25 144
4758 8354 5400000 109
11152 9345 2 32
4182 832 5400000 166
9642 6287 4 66
3894 6441 23 227
1057 4509 8 112
9853 9878 5400000 128
11117 8962 26 215
10271 6589 23 105
4797 8347 2 24
6995 7070 45 318
2767 4660 9 127
8088 4863 21 131
10539 2850 11 117
10653 9618 5400000 19
2382 5203 22 32
2096 3679 6 93
9544 5515 10 74
8285 6040 5400000 18
9739 5999 5 82
1263 1604 43 190
4312 841 2 28
5237 8463 7 98
3329 11037 17 205
8421 6560 10 151
3372 2525 5400000 22
2857 9731 5400000 546
4910 4046 5400000 316
4982 5834 39 87
4001 10740 12 164
3888 2730 1 10
6079 5591 5400000 270
7353 4343 8 88
980 6058 5400000 115
2792 867 5400000 72
9521 9828 28 225
7384 6205 5 60
4859 1369 14 45
473 4190 5400000 41
10993 7479 6 76
2973 6816 14 62
6987 4012 5400000 177
4110 4142 28 291
4469 11065 5400000 67
1766 3494 9 115
4207 11089 12 65
7687 5536 19 241
6242 5014 5400000 73
3955 2452 3 54
1076 5856 16 73
1941 2740 5 74
815 7115 28 81
4504 3526 7 52
7738 6936 5400000 135
6894 11045 3 52
3982 2632 5400000 146
9432 767 5400000 46
8731 4736 13 160
10905 10177 107 606
7550 5634 5400000 71
2181 3500 5400000 60
403 10795 5400000 223
6171 8359 9 124
2337 1082 4 56
6629 8310 5400000 8
6748 3783 1 14
8052 8803 21 169
6414 7041 32 264
4136 6476 5400000 278
7765 539 13 85
4802 1710 23 33
381 4613 13 48
10733 10375 10 131
4436 2241 5400000 79
6585 2895 5400000 153
10580 1458 5400000 163
7932 7280 28 388
5563 1569 5400000 131
12 10851 5 50
7732 801 4 52
1162 9403 20 128
8174 9994 5 33
8716 4574 5 52
5714 9372 14 199
10392 2658 7 84
6469 5758 5400000 46
2789 9982 21 62
3328 2045 12 146
10488 1490 23 223
8873 8033 5400000 89
7910 3527 23 179
1975 3533 4 43
411 2255 5400000 99
1098 5319 3 30
454 2303 5400000 6
2601 6587 4 66
6053 4316 2 22
5397 5791 1 15
4938 4071 1 6
9556 9128 2 32
1557 6163 5400000 21
2117 9348 5400000 106
9272 3144 20 28
2051 10074 5400000 91
3142 7439 5400000 147
11299 2232 13 154
7413 826 5400000 156
9586 2288 88 239
10570 3573 30 179
2012 6972 3 32
6727 4124 3 34
3153 2059 7 63
407 7329 182 252
8031 11191 6 94
11092 4166 5400000 60
3257 4980 2 35
2668 8149 16 98
1841 5832 2 30
7049 239 23 226
3136 11004 9 71
8771 4183 11 161
10501 6274 40 104
10116 3660 9 129
8659 9407 12 17
7001 622 19 269
7255 3652 5400000 28
2395 6428 9 75
3673 1338 18 163
1212 8710 4 46
6863 2835 33 381
7823 1882 5400000 55
3210 2390 5400000 137
9175 8269 24 136
4236 8511 3 43
7054 310 8 76
6034 4488 7 17
1431 7261 23 33
5358 10061 3 49
6127 6294 5400000 60
2084 1321 6 45
7423 1160 5400000 40
4076 7179 5400000 84
8461 225 137 191
6536 1345 5400000 98
4343 3847 11 132
10641 7006 9 82
8571 9879 4 46
9045 4745 8 63
9264 9860 4 40
6831 4504 36 380
8148 2660 16 109
5247 9468 5400000 75
2297 3861 5400000 79
8259 10455 11 161
10768 10179 5400000 73
1037 5374 5400000 63
5207 8879 8 56
2822 945 5400000 30
2070 4861 5400000 112
716 823 1 16
5410 7801 5400000 98
10441 4614 5400000 289
6608 11152 14 59
2262 5720 1 4
9516 4696 3 51
8192 7755 13 104
6454 9241 11 144
2724 666 44 199
10986 4412 60 423
2206 6466 1 13
5546 10452 5400000 29
10121 7432 5400000 115
9743 8936 1 3
4850 8313 5400000 48
6301 1531 8 105
10506 5712 9 91
10607 11306 12 97
2361 10740 5400000 106
2782 9852 5400000 59
3271 8393 5400000 197
10717 453 18 174
1005 2575 5400000 91
6764 7526 5400000 11
1254 4960 1 23
4159 4900 37 166
5241 2430 8 59
7560 3613 5 64
3519 10527 5400000 95
5458 10070 1 14
1429 404 16 112
269 10249 21 202
4590 4717 23 320
5042 7087 5400000 82
4986 11181 22 224
8152 9757 7 87
2613 3881 27 205
5206 4462 32 92
6460 3187 5400000 44
2637 6518 7 68
580 89 5 81
1742 2676 5400000 16
9430 8137 5400000 15
1687 8953 1 7
6348 1918 10 83
7915 7475 5400000 224
7752 3124 2 30
3731 2148 7 105
1580 6104 10 62
1756 5300 4 39
8716 9842 5400000 67
7269 6748 9 134
8416 4233 4 59
1498 10580 5400000 236
11136 11061 5400000 36
7104 3754 5400000 144
4626 1126 5400000 134
9806 4516 5400000 354
1440 6244 12 58
6289 10549 5 38
8447 8738 3 42
8027 6682 5400000 146
5671 6197 7 79
1897 10807 19 157
7627 10919 1 19
4417 10008 33 413
2194 2261 5400000 126
2561 2161 5400000 33
6327 9719 5 25
424 10274 5400000 101
11215 3515 6 77
4888 11028 5400000 103
2500 10739 13 19
4840 5417 4 22
236 9508 5400000 92
2482 2822 5400000 70
9059 5778 63 137
5022 6639 5400000 122
4770 8116 1 14
5388 1434 8 62
3612 230 5400000 7
7055 8381 5400000 19
8845 3755 7 88
3090 7068 1 14
5170 2899 5400000 5
9313 4296 5400000 104
9967 2623 2 21
1143 794 26 271
1768 655 11 160
6174 1923 1 19
11331 1826 77 108
10536 4724 5400000 89
3943 2721 5400000 74
10759 633 5400000 74
7212 6337 38 170
2716 5327 5400000 45
7822 7456 81 113
2967 8531 5400000 31
9399 1946 5400000 27
2353 6946 16 89
363 3765 16 166
9144 4245 5400000 336
1967 8812 5400000 72
5802 5480 5 34
110 4440 5 25
11174 11179 8 110
6934 2146 5400000 161
726 1560 5 76
762 2286 26 203
